"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"44","202976_3p_s_at","RHOBTB3","22836","Rho related BTB domain containing 3",0.617917473238388,7.7411405794427,1.72678726506051,0.0938903661159744,0.874694150505103,-4.66037487112238
"45","203243_3p_s_at","PDLIM5","10611","PDZ and LIM domain 5",0.261475709733242,4.72487126419653,0.629870214020695,0.53327053541144,0.99149228507169,-5.8539806560917
"46","203792_3p_x_at","PCGF2","7703","polycomb group ring finger 2",-0.0708709173207422,5.64430146399101,-0.28301368163415,0.778996903279232,0.99149228507169,-6.00709401694743
"47","204004_3p_at","PAWR","5074","pro-apoptotic WT1 regulator",0.0991812978025353,5.43091023983894,0.339228966535863,0.7366629193231,0.99149228507169,-5.99010090314771
"48","204075_3p_s_at","CEP104","9731","centrosomal protein 104",0.401260183848996,4.82382745459788,1.09044349885511,0.283695592654979,0.976074176455818,-5.47769216003071
"49","204151_3p_x_at","AKR1C1","1645","aldo-keto reductase family 1 member C1",-0.350647170555224,6.63688758711996,-1.36479005218108,0.181879742649187,0.950354883313663,-5.16521899806532
"50","204163_3p_at","EMILIN1","11117","elastin microfibril interfacer 1",-0.19246144958454,3.9092737528518,-0.699382906355113,0.489387183745612,0.99149228507169,-5.80959884820407
"51","204215_3p_at","TMEM243","79161","transmembrane protein 243",0.482628990252285,6.20528490157099,1.78800420915439,0.0832893931899482,0.8364024134525,-4.56528437213539
"52","205050_3p_s_at","MAPK8IP2","23542","mitogen-activated protein kinase 8 interacting protein 2",-0.267254207270672,6.50706213426747,-0.92649658451713,0.361152725056039,0.976074176455818,-5.63356147780872
"53","205218_3p_at","POLR3F","10621","RNA polymerase III subunit F",0.0352856726933317,3.37259722578914,0.130852641002751,0.896714551600696,0.994072692259059,-6.03773658120071
"54","205952_3p_at","KCNK3","3777","potassium two pore domain channel subfamily K member 3",0.0592019801179475,5.59244798234743,0.200254216581116,0.842554420601711,0.99149228507169,-6.02654771394761
"55","206278_3p_at","PTAFR","5724","platelet activating factor receptor",-0.142810802554973,6.34109200573207,-0.41873043017544,0.678222294253127,0.99149228507169,-5.96087299576034
"56","206650_3p_at","IQCC","55721","IQ motif containing C",-0.0559163433457268,6.24664787059775,-0.200760138070358,0.842162120866038,0.99149228507169,-6.02644896666511
"57","207914_3p_x_at","EVX1","2128","even-skipped homeobox 1",-0.0769616294262212,6.62160757287254,-0.273707311929786,0.786076026631311,0.99149228507169,-6.00961264825425
"58","208087_3p_s_at","ZBP1","81030","Z-DNA binding protein 1",-0.0774659746407655,5.33283007218227,-0.294946071960583,0.769948337041471,0.99149228507169,-6.0037421626756
"59","208104_3p_s_at","TSC22D4","81628","TSC22 domain family member 4",-0.0375682515169951,6.47861525766485,-0.135141661737641,0.893349973550553,0.994072692259059,-6.03718088686857
"60","208255_3p_s_at","FKBP8","23770","FKBP prolyl isomerase 8",0.0182679986126528,6.36585802502065,0.0699110717453588,0.944701364129309,0.998445092134237,-6.04369732509071
"61","208549_3p_x_at","PTMA","5757","prothymosin alpha",-0.258031613853253,7.91065063029002,-0.932990124429223,0.357841442751871,0.976074176455818,-5.62784059742687
"62","208635_3p_x_at","NACA","4666","nascent polypeptide associated complex subunit alpha",0.215950912609372,9.1165020143939,0.608566967672382,0.54712572586505,0.99149228507169,-5.86667751289088
"63","208651_3p_x_at","CD24","100133941","CD24 molecule",0.153913912546852,6.79937957069441,0.537559725742029,0.594615788992571,0.99149228507169,-5.90591295304022
"64","208756_3p_at","EIF3I","8668","eukaryotic translation initiation factor 3 subunit I",-0.012172571204438,7.00250815243961,-0.0443593233320831,0.964894817955326,0.998445092134237,-6.0451201939739
"65","208868_3p_s_at","GABARAPL1","23710","GABA type A receptor associated protein like 1",-0.111813556028858,6.80435820682872,-0.431819143684446,0.668780888906897,0.99149228507169,-5.95547959909445
"66","208889_3p_s_at","NCOR2","9612","nuclear receptor corepressor 2",-0.146873107484627,6.15679324388516,-0.532881824217343,0.597812579637469,0.99149228507169,-5.90833048633773
"67","209140_3p_x_at","HLA-B","3106","major histocompatibility complex, class I, B",-0.370761999311624,7.93160969110555,-1.08194413162859,0.28739779546674,0.976074176455818,-5.48635202813222
"68","209575_3p_at","IL10RB","3588","interleukin 10 receptor subunit beta",0.014977015828352,5.23211328837738,0.052666225523289,0.958326654770611,0.998445092134237,-6.04472741255898
"69","209636_3p_at","NFKB2","4791","nuclear factor kappa B subunit 2",-0.176111708253671,3.67171573421547,-0.642783402039026,0.524963397850615,0.99149228507169,-5.84607722107189
"70","210499_3p_s_at","PQBP1","10084","polyglutamine binding protein 1",-0.034518304960379,6.06763701481468,-0.132446398684772,0.895464077002449,0.994072692259059,-6.03753218056833
"71","210782_3p_x_at","GRIN1","2902","glutamate ionotropic receptor NMDA type subunit 1",-0.0616794554720261,6.51621754470096,-0.223789435636971,0.824349830967766,0.99149228507169,-6.02169102015018
"72","210926_3p_at","POTEKP","440915","POTE ankyrin domain family member K, pseudogene",-0.268962820520034,4.23844772816154,-1.02529678881464,0.312944317617612,0.976074176455818,-5.54246196664204
"73","211059_3p_s_at","GOLGA2","2801","golgin A2",-0.13824517838602,6.63113264991754,-0.472885144652284,0.639518475765844,0.99149228507169,-5.93749462828089
"74","211103_3p_at","MYO7A","4647","myosin VIIA",-0.0515585630832156,4.70045228945055,-0.171465658417399,0.864941936342573,0.99149228507169,-6.03175721478305
"75","211908_3p_x_at","IGK","50802","immunoglobulin kappa locus",-0.0240324218403192,4.97734328436952,-0.0867677849406543,0.931399071789275,0.998445092134237,-6.04241039827759
"76","212018_3p_s_at","RSL1D1","26156","ribosomal L1 domain containing 1",-0.055212642776012,6.17153151994064,-0.178284135921747,0.859628517920475,0.99149228507169,-6.03059612709201
"77","212040_3p_at","TGOLN2","10618","trans-golgi network protein 2",0.345266455023074,8.28044737385083,1.24745925237549,0.221319962261041,0.973187904404885,-5.30657584303962
"78","212275_3p_s_at","SRCAP","10847","Snf2 related CREBBP activator protein",-0.0504696184817259,6.36998713137009,-0.196838031903441,0.845204452318586,0.99149228507169,-6.02720799077336
"79","212525_3p_s_at","H2AX","3014","H2A.X variant histone",-0.152503807346529,5.49667834340202,-0.535566157179333,0.595977156030171,0.99149228507169,-5.90694576161016
"80","212937_3p_s_at","COL6A1","1291","collagen type VI alpha 1 chain",0.0110996227858884,4.74526478896462,0.038620257712665,0.969434111339173,0.998445092134237,-6.04535227913341
"81","212959_3p_s_at","GNPTAB","79158","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta",0.166306749684945,6.77411838671096,0.585698256506696,0.562204113220425,0.99149228507169,-5.87983281193496
"82","213404_3p_s_at","RHEB","6009","Ras homolog, mTORC1 binding",0.245897325222671,9.88379324274674,0.903183897190722,0.373205933357417,0.976074176455818,-5.65378885881705
"83","214201_3p_x_at","PRRC2A","7916","proline rich coiled-coil 2A",-0.219739245955109,6.31879199126603,-0.727634616326062,0.472150463178463,0.99149228507169,-5.79027621851827
"84","214277_3p_at","COX11","1353","cytochrome c oxidase copper chaperone COX11",0.302715962497314,5.29211917309216,0.835752419075215,0.409517707885781,0.976074176455818,-5.70953846550866
"85","214411_3p_x_at","CTRB2","440387","chymotrypsinogen B2",-1.46995015629559,9.37391380849353,-4.35787164125203,0.000127819300838926,0.0279479679964765,1.10669084734566
"86","214630_3p_at","CYP11B2","1585","cytochrome P450 family 11 subfamily B member 2",-0.0109168758011986,6.71506567453759,-0.0375704108276286,0.970264600788558,0.998445092134237,-6.04539126136428
"87","214670_3p_at","ZKSCAN1","7586","zinc finger with KRAB and SCAN domains 1",0.00651388566849409,5.09315669544401,0.0177156154382088,0.985976190300328,0.998481184181504,-6.04592622984974
"88","214724_3p_at","DIXDC1","85458","DIX domain containing 1",0.46186674116406,6.04300160825144,1.63367767417244,0.112170268455639,0.876897725245304,-4.79977109539548
"89","215256_3p_x_at","ARHGAP33","115703","Rho GTPase activating protein 33",-0.0152880417460199,6.11350838482361,-0.0518470218537701,0.958974264719284,0.998445092134237,-6.04476913635157
"90","215454_3p_x_at","SFTPC","6440","surfactant protein C",-0.210193830900832,6.47190816910297,-0.70546765985223,0.485645048278472,0.99149228507169,-5.80549973167084
"91","215952_3p_s_at","OAZ1","4946","ornithine decarboxylase antizyme 1",-0.244929800544421,4.61939848491436,-0.631033397521704,0.532519407415333,0.99149228507169,-5.85327513721436
"92","216206_3p_x_at","MAP2K7","5609","mitogen-activated protein kinase kinase 7",-0.178202408242304,5.98997939413199,-0.629771748210231,0.533334145653884,0.99149228507169,-5.85404032146992
"93","216345_3p_at","ZSWIM8","23053","zinc finger SWIM-type containing 8",0.0153367526914616,5.91580526739093,0.0503977503946776,0.960120035109194,0.998445092134237,-6.04484134896769
"94","216870_3p_x_at","DLEU2","8847","deleted in lymphocytic leukemia 2",0.879630413956812,6.12598130854845,3.09590139386712,0.00407084370364223,0.235313482593296,-1.9940612761704
"95","216975_3p_x_at","NPAS1","4861","neuronal PAS domain protein 1",-0.160636889031966,4.43162856930693,-0.588501692720049,0.560344418535432,0.99149228507169,-5.87824659767483
"96","216981_3p_x_at","SPN","6693","sialophorin",-0.204539373441713,5.80593742589303,-0.764751895070673,0.450046347573293,0.988764998665832,-5.76376849774028
"97","217040_3p_x_at","SOX15","6665","SRY-box transcription factor 15",-0.151289626610008,7.19371587017015,-0.458416636344271,0.649764528852843,0.99149228507169,-5.94401489952533
"98","217543_3p_s_at","MBTPS1","8720","membrane bound transcription factor peptidase, site 1",0.0232093877702297,5.38928900223216,0.0868475459220664,0.931336173881276,0.998445092134237,-6.04240365097734
"99","217597_3p_x_at","RAB40B","10966","RAB40B, member RAS oncogene family",-0.174669258993578,6.77517402439544,-0.668625172967482,0.508549918155029,0.99149228507169,-5.82979269247152
"100","217696_3p_at","FUT7","2529","fucosyltransferase 7",-0.171310529381075,6.83614468241449,-0.595672699179096,0.555601696095206,0.99149228507169,-5.87415548867169
"101","217782_3p_s_at","GPS1","2873","G protein pathway suppressor 1",-0.103263128008254,5.26502169201401,-0.371319769716625,0.712857017131345,0.99149228507169,-5.97903417624058
"102","217894_3p_at","KCTD3","51133","potassium channel tetramerization domain containing 3",0.469620100032775,4.30581814679737,1.23381860083342,0.226294105791754,0.973187904404885,-5.32226976389755
"103","218049_3p_s_at","MRPL13","28998","mitochondrial ribosomal protein L13",0.23237436896296,5.01113765442016,0.651132174566195,0.51962974016528,0.99149228507169,-5.84088435252836
"104","218196_3p_at","OSTM1","28962","osteoclastogenesis associated transmembrane protein 1",0.178045950779217,6.39786646776196,0.611645559960293,0.545111987202189,0.99149228507169,-5.86486898616762
"105","219001_3p_s_at","DCAF10","79269","DDB1 and CUL4 associated factor 10",0.229809444242759,6.06630027354295,0.752120580377532,0.457498829996325,0.990135016260494,-5.77293189069875
"106","219488_3p_at","A4GALT","53947","alpha 1,4-galactosyltransferase (P blood group)",-0.102512565662655,6.07438086199314,-0.390396751678285,0.698841003417476,0.99149228507169,-5.97198593991613
"107","220532_3p_s_at","TMEM176B","28959","transmembrane protein 176B",-0.375088825828177,5.8229073447449,-1.36814023092769,0.180839325111004,0.950354883313663,-5.16101726040345
"108","220786_3p_s_at","SLC38A4","55089","solute carrier family 38 member 4",0.418316059646016,5.49865979686211,0.965288012430714,0.34167008830774,0.976074176455818,-5.59882654949033
"109","221141_3p_x_at","EPN1","29924","epsin 1",-0.0595099536617338,6.53188317167803,-0.221023628606273,0.826484277675745,0.99149228507169,-6.02228963640386
"110","221179_3p_at","PRORY","100533178","proline rich Y-linked",0.0509541019383049,6.35704345870547,0.194490342908886,0.847026687957486,0.99149228507169,-6.02765518022042
"111","221956_3p_at","LRCH4","4034","leucine rich repeats and calponin homology domain containing 4",0.00667854635284471,7.5668346550274,0.0232637842511326,0.981584939294229,0.998445092134237,-6.04581542240937
"112","222228_3p_s_at","ALKBH4","54784","alkB homolog 4, lysine demethylase",-0.0741027915147585,5.45506506628147,-0.276591928973066,0.783879756474451,0.99149228507169,-6.00884092861664
"113","222553_3p_x_at","OXR1","55074","oxidation resistance 1",0.3572040165283,5.75377090494423,1.14431669243503,0.261015940549907,0.976074176455818,-5.42135070008157
"114","222826_3p_at","BLOC1S6","26258","biogenesis of lysosomal organelles complex 1 subunit 6",0.242977928129842,3.74729214495588,0.677857227349315,0.502755173418098,0.99149228507169,-5.8238239171871
"115","223001_3p_at","OSTC","58505","oligosaccharyltransferase complex non-catalytic subunit",0.731332601438243,8.07374602582506,2.38745764194455,0.0230691134563399,0.55652414307103,-3.50253581614783
"116","223176_3p_at","KCTD20","222658","potassium channel tetramerization domain containing 20",0.0297783716089306,2.9154140960901,0.114587069941865,0.909491453111179,0.996843421673896,-6.03968129867921
"117","223324_3p_s_at","TRPM7","54822","transient receptor potential cation channel subfamily M member 7",0.187789545418465,4.4305655952116,0.579000894606949,0.56665949869102,0.99149228507169,-5.88359227289817
"118","223515_3p_s_at","COQ3","51805","coenzyme Q3, methyltransferase",0.740197619845073,6.34179126337298,2.13753929811905,0.0403273151433082,0.676020226185657,-3.97308136005631
"119","224111_3p_x_at","KLF16","83855","Kruppel like factor 16",-0.16399391457361,6.563962806483,-0.538683100349967,0.593849315827515,0.99149228507169,-5.90532930773972
"120","224501_3p_at","PERM1","84808","PPARGC1 and ESRR induced regulator, muscle 1",-0.0890408742766198,6.07956394177483,-0.320212437767702,0.750897731725206,0.99149228507169,-5.99619073594845
"121","224597_3p_at","NORAD","647979","non-coding RNA activated by DNA damage",0.264170452186033,8.72463834419882,0.929854765502144,0.359437765225696,0.976074176455818,-5.63060759348839
"122","224949_3p_at","YIPF5","81555","Yip1 domain family member 5",0.223666859151115,5.01069485287551,0.720687346696803,0.47635632683962,0.99149228507169,-5.79509633134633
"123","225762_3p_x_at","RNA45SN5","100861532","RNA, 45S pre-ribosomal N5",-0.361978862650405,7.2140520563968,-1.13573872729231,0.264536585511885,0.976074176455818,-5.43048878584078
"124","226505_3p_x_at","USP32","84669","ubiquitin specific peptidase 32",0.0809459579863638,5.72095667211495,0.254407797443551,0.80081523513265,0.99149228507169,-6.01456865576308
"125","226816_3p_s_at","KIAA1143","57456","KIAA1143",0.185315214722552,9.3102906981412,0.654561473489049,0.517447429731656,0.99149228507169,-5.83873247819519
"126","227237_3p_x_at","ATAD3B","83858","ATPase family AAA domain containing 3B",-0.030258955459268,6.54670221845554,-0.115149094425488,0.90904954301031,0.996843421673896,-6.03961839808728
"127","227522_3p_at","CMBL","134147","carboxymethylenebutenolidase homolog",0.17153963611126,7.34229982378477,0.534176266033809,0.596927163879162,0.99149228507169,-5.90766359530744
"128","227542_3p_at","SOCS6","9306","suppressor of cytokine signaling 6",0.382714569829995,5.71957161609424,1.20307707856202,0.237809632387076,0.976074176455818,-5.3570659472091
"129","227557_3p_at","SCARF2","91179","scavenger receptor class F member 2",-0.0902693311448868,4.64567689472145,-0.328733984703164,0.744507598128471,0.99149228507169,-5.99350492507418
"130","227697_3p_at","SOCS3","9021","suppressor of cytokine signaling 3",-0.980473359602503,5.51983613316939,-2.1601376360707,0.0383913880753489,0.664274603600348,-3.93206535270468
"131","227766_3p_at","LIG4","3981","DNA ligase 4",-0.124906677524561,5.85235561921732,-0.389790523330319,0.699284785290172,0.99149228507169,-5.97221529685732
"132","227781_3p_x_at","TLCD3B","83723","TLC domain containing 3B",-0.186172287697783,6.37057697519291,-0.680370037028658,0.501184294048936,0.99149228507169,-5.82218557030832
"133","227933_3p_at","LINGO1","84894","leucine rich repeat and Ig domain containing 1",-0.352930359963452,5.02879684264848,-1.32180810212471,0.195643822712145,0.958358032561048,-5.2183161518416
"134","228029_3p_at","ZNF721","170960","zinc finger protein 721",0.0678319965377838,8.14370737150322,0.230145637094847,0.819449761783885,0.99149228507169,-6.02028720170424
"135","228093_3p_at","ZNF599","148103","zinc finger protein 599",-0.0744538897926805,5.98058438967219,-0.247346095858166,0.806227257585127,0.99149228507169,-6.01629193493653
"136","228269_3p_x_at","KCNIP3","30818","potassium voltage-gated channel interacting protein 3",-0.0742687794171664,5.79749118349615,-0.288877988864979,0.774545873328818,0.99149228507169,-6.00546391047859
"137","228342_3p_s_at","ALPK3","57538","alpha kinase 3",0.186383731431152,5.87861700108588,0.496483955588235,0.622960941841377,0.99149228507169,-5.92643167192863
"138","228648_3p_at","LRG1","116844","leucine rich alpha-2-glycoprotein 1",-0.215535763183786,5.97064964848256,-0.768366304863246,0.447927175376269,0.987483050589253,-5.76111940509393
"139","229007_3p_at","LOC283788","283788","FSHD region gene 1 pseudogene",0.114844952469454,4.74195426299071,0.334092499691835,0.740498740288235,0.99149228507169,-5.99178017025914
"140","229211_3p_at","DUSP28","285193","dual specificity phosphatase 28",0.198297183855571,8.281533042102,0.678730405485618,0.502208998411546,0.99149228507169,-5.82325527336261
"141","229253_3p_at","THEM4","117145","thioesterase superfamily member 4",-0.22990422981808,7.09789445498036,-0.82722494149277,0.414261961993661,0.976074176455818,-5.71629504443133
"142","229270_3p_x_at","SSBP4","170463","single stranded DNA binding protein 4",-0.0599810372981375,5.6380788296753,-0.227831253686769,0.821233103008283,0.99149228507169,-6.02080288767979
"143","229700_3p_at","ZNF738","148203","zinc finger protein 738",-0.0970773078224134,4.60492825426237,-0.281860654520039,0.779872954286234,0.99149228507169,-6.00741061305571
"144","229727_3p_x_at","C2CD4B","388125","C2 calcium dependent domain containing 4B",-0.191539258205905,5.23127273819524,-0.63599703688329,0.529320444277211,0.99149228507169,-5.85025023956769
"145","229747_3p_x_at","ARHGAP27P1","146880","Rho GTPase activating protein 27 pseudogene 1",-0.14386475505901,4.95977047233648,-0.544265857043242,0.590047270511538,0.99149228507169,-5.90241108052451
"146","230158_3p_at","DPY19L2","283417","dpy-19 like 2",0.378029759805579,5.99994811418038,1.22003461195689,0.231404924905841,0.973187904404885,-5.3379701319065
"147","230341_3p_x_at","ADAMTS10","81794","ADAM metallopeptidase with thrombospondin type 1 motif 10",-0.0633018194339288,6.56548853061074,-0.217292069635948,0.829366147910048,0.99149228507169,-6.02308551532372
"148","230496_3p_at","AMER2","219287","APC membrane recruitment protein 2",-0.00709426329528284,4.8572675696519,-0.018338538870033,0.985483135634267,0.998481184181504,-6.04591528411
"149","230742_3p_at","RBM5","10181","RNA binding motif protein 5",0.275842237545756,4.37619911607666,0.864781821195821,0.393622618317001,0.976074176455818,-5.68604234970749
"150","230946_3p_at","FMN2","56776","formin 2",-0.143875259628315,6.3534900244838,-0.512953056701541,0.611522311370359,0.99149228507169,-5.91839716732448
"151","230980_3p_x_at","MIR142","406934","microRNA 142",-0.19340559754306,5.23319593421581,-0.70713872263358,0.484620187556876,0.99149228507169,-5.8043679730985
"152","231080_3p_at","CDAN1","146059","codanin 1",-0.00190536493027338,4.95971246359402,-0.00696419300501738,0.994486842843309,0.99914386385785,-6.04605554961768
"153","231161_3p_x_at","TRIM8","81603","tripartite motif containing 8",-0.154828945344772,6.68419656522007,-0.509870258899609,0.613656052513669,0.99149228507169,-5.91992072719991
"154","231402_3p_at","LOC100507507","100507507","uncharacterized LOC100507507",0.0887110299465768,4.98781418277852,0.332641406863349,0.741583620938223,0.99149228507169,-5.99224996946949
"155","231561_3p_s_at","APOC2","344","apolipoprotein C2",-0.0774482707335649,5.71953256214334,-0.266685712054077,0.791429510751945,0.99149228507169,-6.01145748053726
"156","231866_3p_at","LNPEP","4012","leucyl and cystinyl aminopeptidase",0.27812407047564,4.64482621019378,0.710069030682476,0.482826001274172,0.99149228507169,-5.80237711400587
"157","232470_3p_at","SIK1","150094","salt inducible kinase 1",-0.0987957197322205,6.56622778014483,-0.35168097006867,0.727392648841684,0.99149228507169,-5.98592445497751
"158","232704_3p_s_at","LRRFIP2","9209","LRR binding FLII interacting protein 2",-0.0358904096660488,5.28658101174945,-0.135682948176849,0.892925495890906,0.994072692259059,-6.03710948468238
"159","232811_3p_x_at","PRICKLE1","144165","prickle planar cell polarity protein 1",-0.200298002181049,6.3780947831943,-0.656141695072692,0.516443495809305,0.99149228507169,-5.83773719625855
"160","233179_3p_x_at","SIRT6","51548","sirtuin 6",-0.0940428182845547,6.17712385967078,-0.374475822011642,0.710531056094297,0.99149228507169,-5.97789227489787
"161","233679_3p_at","LOC100506472","100506472","uncharacterized LOC100506472",-0.0809710439695177,5.85079553988812,-0.295028161832988,0.769886198545253,0.99149228507169,-6.00371862666218
